@relation AdultData-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement

@attribute age numeric
@attribute workclass numeric
@attribute fnlwgt numeric
@attribute education numeric
@attribute education-num numeric
@attribute marital-status numeric
@attribute occupation numeric
@attribute relationship numeric
@attribute race numeric
@attribute sex numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country numeric
@attribute income_label {0,1}

@data
46,2,272780,16,10,3,10,1,5,2,0,0,24,40,0
18,3,54440,16,10,5,8,4,5,2,0,0,30,40,0
36,3,138441,16,10,5,7,4,5,2,0,0,40,40,0
32,4,195447,10,13,3,12,1,5,2,0,0,45,40,0
31,3,191834,16,10,3,3,1,5,2,0,0,40,40,1
33,3,79923,16,10,3,12,1,5,2,0,0,20,40,0
50,3,180522,16,10,5,6,2,5,2,0,0,38,40,0
45,3,61751,12,9,3,8,6,5,1,0,0,35,40,0
32,3,81528,12,9,5,6,3,5,2,0,0,60,40,0
62,2,203525,6,4,3,3,1,5,2,2829,0,40,40,0
49,3,379779,10,13,1,4,2,5,1,0,0,40,40,0
21,3,434710,16,10,5,12,2,5,1,0,0,15,40,0
25,3,152035,12,9,5,1,5,5,1,0,0,40,40,0
67,3,231559,15,15,3,10,1,5,2,20051,0,48,40,1
50,2,259377,13,14,3,10,6,5,1,15024,0,40,40,1
30,3,54608,10,13,3,1,1,5,2,0,0,40,40,0
59,3,170148,16,10,1,8,5,5,1,0,0,32,40,0
18,3,34125,1,6,5,8,4,5,1,0,0,28,40,0
29,3,99369,10,13,5,10,2,4,1,0,0,50,40,0
35,1,133935,10,13,3,3,1,5,2,0,0,40,40,1
51,3,159755,10,13,3,4,1,5,2,7688,0,40,40,1
28,3,273929,12,9,3,12,1,5,2,0,1628,60,40,0
29,3,138332,16,10,3,1,4,5,1,0,0,6,40,0
58,3,137506,12,9,3,7,1,5,2,0,0,40,40,0
44,3,144778,16,10,6,4,2,5,2,0,0,45,40,1
18,3,270502,2,7,5,4,4,5,1,0,0,20,40,0
21,3,263641,12,9,1,12,3,5,1,0,0,40,40,0
41,2,160893,14,1,5,6,4,5,1,0,0,30,40,0
29,3,101597,16,10,1,12,5,5,1,0,0,54,40,0
23,3,213115,12,9,5,1,4,3,1,0,0,40,40,0
39,3,191161,16,10,3,3,1,5,2,0,0,40,40,0
25,3,44363,12,9,5,6,2,5,2,0,0,35,40,0
53,3,251675,12,9,3,3,1,5,2,0,0,40,8,0
48,3,69586,16,10,1,1,2,3,2,0,0,40,40,0
34,3,294064,13,14,3,4,1,5,2,0,0,50,10,0
49,3,59380,16,10,4,1,2,5,1,0,0,40,40,0
46,3,146919,12,9,3,1,6,5,1,0,0,40,40,1
34,3,208353,12,9,5,7,4,5,2,0,0,40,40,0
39,3,153976,16,10,3,7,1,5,2,0,0,40,40,0
48,5,191277,11,16,3,10,1,5,2,0,1902,60,40,1
40,3,89226,10,13,3,12,1,5,2,0,0,40,40,1
41,3,282964,16,10,1,1,2,5,1,0,0,40,40,0
38,3,283293,12,9,3,3,1,3,2,0,0,40,40,0
20,3,258298,16,10,5,6,4,5,2,0,0,20,40,0
56,1,277420,10,13,3,4,1,5,2,0,0,40,34,1
60,3,52900,6,4,3,14,1,5,2,0,0,40,40,0
56,3,193622,12,9,6,3,5,5,2,0,0,40,40,0
31,3,173858,15,15,3,13,1,2,2,0,0,40,20,0
31,6,181824,10,13,3,10,6,5,1,0,1902,35,40,1
43,2,216116,13,14,6,10,5,3,1,0,0,37,40,0
20,3,216972,12,9,5,12,2,5,2,0,0,30,40,0
44,3,164678,13,14,3,10,6,5,1,0,0,45,40,0
55,3,191367,12,9,3,12,1,5,2,0,0,40,40,0
51,3,137815,16,10,3,1,1,5,2,7298,0,40,40,1
35,6,154410,16,10,5,5,4,5,2,0,0,40,40,0
46,3,234690,12,9,3,12,1,5,2,0,0,40,40,0
29,3,179498,12,9,3,4,1,5,2,0,0,40,11,0
24,3,106085,12,9,5,8,4,3,2,0,1721,30,40,0
22,3,130356,16,10,5,7,4,5,2,0,0,48,40,0
90,5,155981,10,13,3,10,1,5,2,10566,0,50,40,0
28,6,277635,16,10,5,1,2,5,1,0,0,50,40,0
66,5,167687,12,9,3,5,1,5,2,1409,0,50,40,0
29,3,383745,12,9,3,7,1,5,2,0,1887,30,40,1
23,3,218782,1,6,5,6,3,4,2,0,0,40,40,0
26,4,366662,12,9,5,12,4,5,2,0,0,50,40,0
34,3,181091,10,13,3,4,1,5,2,0,1977,45,40,1
72,3,426562,2,7,1,8,2,3,1,0,0,35,40,0
20,3,219211,16,10,5,8,4,5,2,0,0,20,40,0
24,3,67804,12,9,5,8,4,3,2,0,0,40,40,0
57,1,370890,12,9,5,1,2,5,2,0,2258,40,40,0
52,3,358554,12,9,3,7,1,3,2,0,0,40,40,1
23,6,199915,12,9,5,8,4,5,1,0,0,21,40,0
40,4,344060,15,15,3,10,1,5,2,0,0,50,40,1
48,3,118831,12,9,1,6,5,2,1,0,0,40,36,0
18,3,123714,2,7,5,6,2,3,2,0,0,40,40,0
21,3,235442,12,9,3,1,1,5,2,0,0,40,40,0
24,3,51973,10,13,5,1,2,5,1,0,0,45,40,0
20,3,344394,16,10,5,8,2,5,1,0,0,30,40,0
46,3,295334,11,16,3,10,1,5,2,0,0,60,40,1
26,6,180886,13,14,3,10,1,5,2,0,0,30,40,0
23,6,186634,3,8,5,4,2,5,2,0,0,40,40,0
34,3,105493,13,14,1,10,5,5,1,0,0,40,40,0
59,3,174040,16,10,1,10,5,5,2,0,0,40,40,0
22,3,221480,12,9,5,1,4,5,1,0,0,40,40,0
52,5,138611,12,9,3,12,1,5,2,7688,0,55,40,1
56,2,571017,16,10,3,1,6,5,1,0,0,15,40,0
34,5,353881,12,9,3,4,1,5,2,0,0,60,40,0
54,5,58898,16,10,3,3,1,5,2,0,1579,48,40,0
64,3,133144,12,9,3,14,1,5,2,0,0,16,40,0
32,3,186788,12,9,3,14,1,5,2,0,0,40,40,0
47,3,80924,16,10,7,8,2,5,1,0,0,35,40,0
50,3,133963,10,13,3,10,6,5,1,0,1977,40,40,1
33,1,137059,16,10,5,8,2,5,1,0,0,10,40,0
43,3,105188,12,9,5,8,2,3,2,0,0,40,15,0
36,3,176101,16,10,5,3,4,5,2,2174,0,60,40,0
32,3,209538,13,14,3,4,1,5,2,0,0,55,40,1
32,3,462255,10,13,1,4,2,5,1,0,0,40,40,0
24,5,172047,8,12,5,3,4,5,2,0,0,40,40,0
37,3,118681,12,9,5,7,2,5,2,0,0,38,34,0
44,6,180609,12,9,3,11,1,5,2,0,0,40,40,0
38,5,77820,12,9,3,3,1,5,2,0,0,40,40,1
36,3,231037,6,4,3,7,1,5,2,0,0,40,40,0
45,3,200559,9,11,3,5,1,5,2,0,0,70,40,0
42,2,96524,12,9,3,4,1,5,2,0,0,60,40,1
47,3,252079,10,13,3,7,1,5,2,7688,0,44,40,1
28,3,791084,16,10,5,3,4,5,2,0,0,50,40,0
27,6,208406,10,13,5,10,2,5,2,0,0,30,40,0
66,5,274451,7,5,3,5,1,5,2,0,0,25,40,1
56,3,53366,12,9,3,14,1,5,2,0,0,40,40,0
26,3,187891,12,9,5,1,2,3,2,0,0,40,40,0
50,2,163998,10,13,3,11,1,5,2,0,0,44,40,1
36,4,242080,15,15,3,10,1,5,2,0,0,80,40,1
42,3,132481,8,12,1,10,2,5,1,0,0,24,40,0
38,3,187847,9,11,3,4,1,5,2,0,0,50,40,1
31,4,203488,10,13,3,4,1,5,2,0,0,50,40,1
27,3,318639,1,6,5,8,2,5,2,0,0,60,27,0
40,3,168538,12,9,3,12,1,5,2,0,0,60,40,1
18,3,302859,12,9,5,12,4,5,2,0,0,20,40,0
59,6,105363,12,9,5,1,4,5,2,0,0,40,40,0
40,6,377018,10,13,3,10,1,5,2,0,0,60,40,1
25,5,245369,12,9,6,3,4,5,2,0,0,35,40,0
34,3,34572,12,9,5,6,2,5,2,0,0,60,40,0
40,2,33155,12,9,5,8,4,5,2,0,0,40,40,0
36,2,348728,10,13,5,10,2,5,1,0,0,35,40,0
26,3,226196,12,9,5,14,4,5,2,0,0,40,40,0
30,3,177304,12,9,3,13,1,5,2,0,0,40,40,1
23,3,375871,12,9,3,1,6,5,1,0,0,40,27,0
46,1,110884,12,9,5,1,2,1,2,0,0,40,40,0
32,3,216145,16,10,5,3,2,5,2,4650,0,45,40,0
48,3,248254,16,10,3,10,6,5,1,7298,0,40,40,1
50,3,104501,12,9,5,1,2,5,2,0,1980,40,40,0
40,4,193524,16,10,3,5,1,5,2,0,0,40,40,1
41,2,195897,13,14,3,10,1,5,2,0,0,60,40,0
58,3,113398,12,9,5,8,3,5,2,0,0,25,40,0
39,3,218490,10,13,3,12,1,5,2,0,1848,40,40,1
24,3,153082,12,9,5,12,2,5,2,0,0,30,40,0
23,3,156513,12,9,5,6,4,3,2,0,0,40,40,0
64,2,142166,12,9,3,3,1,5,2,0,0,99,40,0
20,3,113511,2,7,5,14,4,5,2,0,0,40,40,0
46,3,173613,12,9,1,1,2,5,1,0,0,40,40,0
47,1,229646,12,9,4,1,2,3,1,0,0,40,34,0
39,2,149833,10,13,1,10,5,5,1,0,0,40,40,0
32,3,286675,16,10,5,4,3,5,2,0,0,40,40,0
27,3,587310,6,4,5,8,3,5,2,0,0,35,14,0
21,3,205838,12,9,5,8,4,5,2,0,0,37,40,0
44,2,387844,3,8,3,6,1,5,2,0,0,40,40,0
28,3,207513,10,13,3,12,1,5,2,7298,0,42,40,1
37,3,213841,16,10,3,3,1,5,2,0,0,50,40,1
51,1,40808,10,13,5,10,2,1,1,0,0,43,40,0
18,3,309634,2,7,5,8,4,5,1,0,0,22,40,0
32,3,107218,10,13,5,1,2,2,2,0,0,40,40,0
39,3,74194,12,9,5,5,5,5,2,0,0,40,40,0
48,4,287647,11,16,3,10,1,5,2,7688,0,55,40,1
19,3,174732,16,10,5,8,4,3,2,0,0,25,40,0
47,3,265275,16,10,5,8,4,5,2,0,0,40,40,0
35,3,209993,2,7,6,9,5,5,1,0,0,8,27,0
20,3,170800,16,10,5,5,4,5,1,0,0,40,40,0
48,3,38950,12,9,3,13,1,5,2,0,0,89,40,0
21,3,249727,12,9,5,8,4,5,2,0,0,22,40,0
55,3,220262,12,9,1,12,2,5,1,0,0,40,40,0
28,6,38309,10,13,5,10,4,5,2,6849,0,40,40,0
38,2,91711,10,13,3,10,1,5,2,0,0,50,40,1
39,3,248011,9,11,3,7,1,5,2,5178,0,40,40,1
42,2,100793,10,13,3,10,1,5,2,0,0,60,40,1
20,3,39764,12,9,5,6,4,5,2,0,0,40,40,0
22,3,153323,16,10,5,10,2,3,2,0,0,20,40,0
56,3,131608,16,10,3,12,1,5,2,0,0,40,40,1
19,3,269991,12,9,5,8,4,5,2,0,0,40,34,0
33,4,374905,12,9,3,12,1,5,2,0,0,50,40,1
58,3,187067,10,13,5,10,2,5,1,0,0,62,2,0
37,3,50837,13,14,3,10,1,5,2,0,0,45,40,1
21,3,243368,14,1,5,5,2,5,2,0,0,50,27,0
44,6,185832,10,13,3,1,1,5,2,0,0,46,40,1
37,3,58337,16,10,1,4,2,5,1,0,0,40,40,1
48,3,49278,8,12,1,1,5,5,1,0,0,40,40,0
24,3,259865,12,9,5,1,2,5,1,0,0,30,40,0
35,3,180988,16,10,1,1,5,5,1,0,0,39,40,0
46,3,53893,16,10,3,13,1,5,2,0,0,40,40,1
20,3,138768,12,9,5,6,4,5,2,0,0,40,40,0
27,3,210498,16,10,3,4,1,5,2,0,0,80,40,0
37,3,175130,12,9,1,1,5,5,1,0,0,45,40,0
30,6,190385,16,10,5,1,2,5,1,0,0,37,40,0
29,3,234447,16,10,1,1,2,3,1,0,0,40,40,0
43,3,124919,12,9,3,8,1,2,2,0,0,60,25,0
23,3,200318,8,12,5,1,2,5,1,0,0,20,40,0
84,2,135839,9,11,7,1,2,5,1,0,0,14,40,0
42,3,89073,12,9,3,10,1,5,2,0,0,48,40,0
38,3,207202,12,9,3,7,1,5,2,0,0,48,40,1
39,3,53447,12,9,1,5,2,5,1,0,0,40,40,0
37,1,203070,16,10,3,3,1,5,2,0,0,43,40,0
30,3,378723,16,10,1,1,4,5,1,0,0,55,40,0
21,3,43535,16,10,5,12,2,5,1,0,0,40,40,0
53,4,136823,2,7,7,4,2,5,1,0,0,30,40,0
42,5,214242,15,15,3,10,1,5,2,0,1902,50,40,1
53,3,218311,12,9,1,12,2,5,1,0,0,35,40,0
57,1,62020,15,15,1,4,2,3,2,0,0,55,40,1
47,5,83064,10,13,3,5,1,5,2,0,0,60,40,0
45,2,203322,16,10,1,1,2,5,1,0,0,38,40,0
37,3,200863,16,10,7,3,5,5,2,0,0,40,40,0
42,2,137232,12,9,1,11,5,5,1,0,0,50,40,0
28,3,246974,12,9,5,8,2,5,2,0,0,40,40,0
41,3,211253,13,14,3,4,6,5,1,0,0,40,40,1
57,5,175942,16,10,7,4,3,5,2,0,0,25,40,0
36,3,357619,10,13,3,4,6,5,1,0,0,60,11,0
43,3,37402,13,14,5,4,2,5,1,0,0,25,40,0
27,3,29261,8,12,5,3,5,5,2,0,0,40,40,0
37,3,99270,12,9,5,14,3,5,1,0,0,40,40,0
21,3,319163,16,10,5,14,4,3,2,0,0,40,40,0
41,3,180138,12,9,5,12,2,5,2,0,0,50,40,0
23,3,403107,5,3,5,8,4,5,2,0,0,40,8,0
60,3,54800,12,9,3,8,6,5,1,0,0,40,40,0
22,3,71379,16,10,5,10,2,5,1,0,0,35,40,0
43,3,972354,16,10,3,8,1,5,2,0,0,48,40,0
57,3,199934,10,13,3,4,1,5,2,0,0,40,40,1
48,1,326048,10,13,3,10,1,5,2,0,0,44,40,1
60,5,35649,10,13,3,3,1,5,2,0,0,40,40,0
56,3,176118,12,9,3,3,1,5,2,3103,0,40,40,1
32,3,192965,12,9,6,12,2,5,1,0,0,45,40,0
31,3,574005,10,13,3,3,1,5,2,0,0,44,40,1
26,3,112847,9,11,5,13,4,5,2,0,0,40,40,0
30,3,255885,16,10,3,12,1,5,2,0,0,50,40,0
58,5,33309,12,9,7,5,2,5,2,0,0,80,40,0
42,3,152676,6,4,1,3,5,5,2,0,0,40,34,0
36,3,192939,13,14,3,10,1,5,2,0,1977,60,40,1
42,5,119207,12,9,5,4,2,5,2,0,0,48,40,0
32,3,44392,8,12,3,6,1,5,2,0,0,40,40,0
41,3,195124,13,14,5,4,2,5,2,0,0,35,6,0
49,3,240869,6,4,5,8,3,5,2,0,0,35,40,0
22,3,113062,10,13,5,10,4,5,1,0,0,40,40,0
30,3,149507,12,9,3,12,1,5,2,0,0,42,40,0
30,3,251120,6,4,5,3,2,5,2,0,0,38,40,0
43,3,200835,12,9,3,3,1,5,2,0,0,40,40,0
48,3,254291,13,14,3,10,1,5,2,0,0,40,40,1
48,3,141483,16,10,1,4,5,5,1,0,0,40,40,0
48,3,240629,12,9,3,3,1,5,2,0,0,40,23,1
26,3,58098,16,10,5,1,2,5,1,0,1974,40,40,0
40,3,183096,10,13,1,1,2,5,1,0,0,35,40,0
45,3,168262,13,14,1,10,2,5,2,0,0,40,40,0
19,3,125938,3,8,5,8,4,5,2,0,0,40,8,0
28,3,416577,12,9,3,3,1,3,2,2829,0,40,40,0
29,2,214706,12,9,5,8,5,5,1,0,0,40,40,0
37,3,344480,16,10,3,3,1,5,2,0,0,65,40,0
29,3,128509,12,9,4,7,2,5,1,0,0,38,8,0
53,3,233165,12,9,3,4,1,5,2,0,0,60,40,1
61,3,97030,16,10,1,8,2,5,1,0,0,30,40,0
24,3,85041,12,9,6,8,5,5,1,0,0,25,40,0
50,6,289207,11,16,3,10,1,5,2,0,1902,45,40,1
44,3,219591,16,10,1,6,4,5,2,0,0,40,40,0
22,3,103762,10,13,5,4,4,5,1,0,0,40,40,0
24,3,232841,12,9,5,8,2,5,2,0,0,35,40,0
44,3,63042,10,13,1,4,4,5,1,0,0,50,40,1
26,3,173992,16,10,3,3,1,5,2,0,0,45,40,1
27,2,29174,10,13,5,10,5,5,1,0,0,40,40,0
42,5,33795,12,9,3,3,1,5,2,0,0,45,40,0
58,3,267663,6,4,3,14,1,5,2,0,0,40,27,0
37,3,234807,12,9,1,1,5,5,1,0,0,37,40,0
35,3,475324,10,13,3,4,1,5,2,0,0,45,40,0
24,1,130534,10,13,5,4,2,5,2,0,0,40,40,0
39,3,484475,2,7,5,3,2,3,2,0,0,40,40,0
39,6,172700,12,9,5,8,5,3,1,0,0,40,40,0
40,3,206049,16,10,3,14,1,5,2,0,0,40,40,0
26,3,94936,8,12,5,12,2,5,2,0,0,40,40,0
25,3,129784,16,10,5,8,4,5,1,0,0,40,40,0
27,3,211032,14,1,3,5,3,5,2,41310,0,24,27,0
41,1,192589,10,13,3,1,1,5,2,0,0,40,40,0
39,3,132879,16,10,3,4,1,5,2,0,0,50,40,1
24,3,196943,12,9,5,12,4,5,2,0,0,40,40,0
45,3,55720,10,13,3,10,1,5,2,0,0,40,40,1
22,6,64292,10,13,5,10,4,5,1,0,0,43,40,0
49,4,34998,16,10,3,5,1,5,2,0,0,60,40,0
47,1,27067,12,9,1,1,2,5,1,0,0,40,40,0
34,5,123429,12,9,3,12,1,5,2,0,0,60,40,0
53,3,153052,12,9,3,3,1,5,2,0,0,40,40,1
30,2,289442,12,9,5,11,2,5,2,0,0,40,40,0
27,3,394927,10,13,3,12,1,5,2,0,0,55,40,0
34,4,544268,12,9,1,12,2,5,1,0,0,50,40,0
44,6,167265,13,14,3,10,1,5,2,0,0,60,40,1
31,3,241360,10,13,5,12,2,5,2,0,0,40,40,0
55,3,408537,7,5,1,3,5,5,1,99999,0,37,40,1
68,5,133736,16,10,3,12,1,5,2,20051,0,40,40,1
41,3,45366,12,9,3,3,1,5,2,0,0,72,40,1
82,4,130329,6,4,3,5,1,5,2,0,0,50,40,0
21,3,306967,9,11,5,1,2,5,1,0,0,40,40,0
60,3,145995,10,13,3,12,1,5,2,0,0,40,40,1
29,3,35032,12,9,3,3,1,5,2,0,0,40,40,0
41,2,213019,13,14,1,10,5,5,1,0,0,40,40,0
33,3,263561,16,10,3,3,1,5,2,0,0,60,40,1
52,3,162576,8,12,3,13,1,5,2,0,0,40,40,1
90,3,52386,16,10,5,8,2,2,2,0,0,35,40,0
19,3,278304,16,10,5,8,4,5,1,0,0,15,40,0
46,3,78529,10,13,3,13,1,5,2,0,0,60,40,1
43,3,281422,8,12,5,1,2,3,1,0,0,45,40,0
