age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income_label
56,6,68658,16,10,3,4,1,5,2,0,0,40,40,1
35,3,112271,13,14,3,1,1,5,2,0,0,40,40,0
55,3,169071,16,10,1,8,2,5,1,0,0,20,40,0
35,3,208165,12,9,1,4,5,5,1,0,0,50,40,0
56,3,208451,10,13,3,10,1,5,2,0,0,40,40,1
36,3,334291,12,9,3,12,1,5,2,0,0,40,40,1
31,5,36592,12,9,3,5,1,5,2,0,0,91,40,0
59,3,151616,13,14,3,10,1,5,2,0,0,55,40,0
34,3,424988,12,9,3,3,1,5,2,0,0,45,40,0
25,3,202091,12,9,5,4,4,5,1,0,0,40,40,0
32,2,222900,10,13,6,10,2,5,1,0,0,50,40,1
61,2,180079,11,16,3,4,1,5,2,4064,0,40,40,0
23,3,210797,16,10,3,3,1,5,2,0,0,40,40,0
23,3,199452,16,10,5,8,4,5,1,0,0,40,40,0
26,3,144483,9,11,1,12,4,5,1,594,0,35,40,0
31,3,19302,10,13,3,10,1,5,2,0,0,40,40,1
63,3,226422,12,9,3,3,1,5,2,0,0,40,40,0
27,3,105817,10,13,5,3,2,5,2,0,0,45,40,0
42,3,139012,11,16,3,10,1,2,2,0,0,40,37,1
66,3,262285,10,13,3,10,1,5,2,0,0,99,40,0
23,3,84648,16,10,5,12,4,5,1,0,0,25,40,0
48,3,227714,10,13,3,12,1,5,2,0,0,60,40,0
42,3,195508,2,7,3,14,1,3,2,0,0,40,40,0
29,3,107998,12,9,1,7,4,5,1,0,0,40,40,0
63,5,168048,15,15,3,10,1,5,2,0,0,30,40,0
25,3,32276,12,9,5,3,4,5,2,0,0,28,40,0
24,3,311376,10,13,5,10,2,5,1,0,0,40,40,0
39,3,160623,8,12,5,3,4,5,2,0,0,40,40,0
43,3,110556,12,9,6,4,5,3,1,0,0,40,40,0
22,3,180060,12,9,5,4,2,5,2,0,0,40,42,0
42,3,30424,2,7,6,8,5,5,1,0,0,38,40,0
55,1,145401,10,13,3,4,1,5,2,0,0,40,40,1
34,3,114973,12,9,6,4,5,5,1,0,0,30,40,0
19,3,208656,16,10,5,1,4,5,1,594,0,20,40,0
36,3,93225,12,9,1,3,2,5,2,0,0,40,40,0
25,1,27142,16,10,3,4,1,5,2,0,0,40,40,1
31,3,87418,9,11,3,4,1,5,2,0,0,40,40,0
28,3,242482,12,9,3,12,1,5,2,0,0,40,40,0
49,3,160647,10,13,3,1,6,5,1,0,0,40,40,1
41,3,190885,12,9,6,8,5,5,1,0,0,40,27,0
31,3,252210,5,3,5,8,4,5,2,0,0,40,27,0
19,6,144429,16,10,5,10,4,5,2,0,0,10,40,0
39,3,147500,12,9,3,10,6,3,1,0,0,40,40,0
43,1,410867,11,16,5,10,2,5,1,0,0,50,40,1
68,3,204082,16,10,7,4,2,5,1,0,0,45,40,0
40,3,177905,9,11,3,4,1,5,2,7688,0,44,40,1
18,3,36251,1,6,5,8,4,5,1,0,0,15,40,0
26,3,94477,16,10,3,14,1,5,2,7298,0,55,40,1
25,3,272428,12,9,5,12,2,5,2,4416,0,42,40,0
59,3,216851,12,9,5,7,2,5,2,0,0,40,40,0
33,3,87605,12,9,5,8,5,3,1,0,0,40,40,0
24,3,224716,12,9,5,3,4,5,2,0,0,40,40,0
46,5,122206,12,9,3,4,1,5,2,0,0,50,40,0
17,3,204018,2,7,5,12,5,5,2,0,0,15,40,0
39,3,294183,12,9,1,4,5,5,1,0,0,40,40,0
27,3,168470,10,13,5,4,2,5,2,0,0,40,40,0
49,4,38819,10,13,3,12,1,5,2,0,0,50,40,1
29,3,194940,10,13,3,4,1,5,2,0,0,40,40,0
56,5,323639,13,14,3,4,1,5,2,0,0,25,40,0
29,1,106179,16,10,5,10,2,5,1,0,1408,40,40,0
51,3,40641,16,10,3,4,1,5,2,0,0,60,40,1
21,3,212407,12,9,5,7,3,5,2,0,0,40,40,0
39,3,367260,12,9,1,4,2,5,2,0,0,80,40,0
52,3,125932,6,4,7,8,2,5,1,0,0,40,40,0
42,6,341638,10,13,3,10,1,5,2,0,0,40,40,1
40,6,391736,9,11,3,3,1,5,2,0,0,40,40,0
27,3,85126,12,9,5,7,2,5,1,0,0,40,40,0
30,2,247328,16,10,5,1,2,5,2,0,0,40,40,0
31,3,377374,16,10,1,1,5,3,1,0,0,40,25,0
18,3,703067,2,7,5,12,4,5,2,0,0,20,40,0
60,3,52152,13,14,5,10,2,5,2,0,0,50,40,0
54,3,189607,10,13,5,8,4,3,1,0,0,36,40,0
42,3,136177,16,10,1,1,5,5,1,0,0,38,40,0
49,3,48120,12,9,5,14,5,3,1,1506,0,40,40,0
24,6,231473,8,12,3,1,1,5,2,0,0,30,40,0
25,3,167031,1,6,5,7,2,5,1,0,0,40,4,0
41,4,94113,15,15,3,10,1,5,2,0,0,60,40,1
36,3,247750,12,9,3,14,1,3,2,0,0,45,40,0
26,3,164386,12,9,5,3,4,5,2,0,0,48,40,0
31,3,87891,8,12,3,12,1,5,2,0,0,60,40,0
30,3,303867,12,9,6,14,2,5,2,0,0,44,40,0
67,5,217892,11,16,3,10,1,5,2,10605,0,35,40,1
68,3,117236,10,13,3,4,1,5,2,20051,0,45,40,1
27,3,157612,10,13,5,10,2,5,1,0,0,55,40,0
19,3,64112,3,8,5,1,2,5,1,0,0,40,40,0
41,3,174189,7,5,6,8,2,5,2,0,0,40,40,0
36,2,103886,16,10,1,6,2,5,2,0,0,50,40,0
25,3,332702,9,11,5,8,4,5,1,0,0,15,40,0
36,3,374983,2,7,3,7,1,5,2,0,0,40,40,0
37,5,137527,11,16,5,10,2,5,1,0,2559,60,40,1
44,3,174283,10,13,3,12,1,5,2,0,0,50,40,1
32,6,542265,12,9,5,1,2,5,1,0,0,40,40,0
55,2,209535,13,14,3,10,1,5,2,0,0,40,40,1
